Date,PumpPriceP,PumpPriceD,DutyP,DutyD,VatP,VatD,inflation
2017-11-13,118.91,122.69,57.95,57.95,20,20,2.8
2017-11-20,119.67,123.32,57.95,57.95,20,20,2.8
2017-11-27,120.13,123.79,57.95,57.95,20,20,2.8
2017-12-04,119.75,123.21,57.95,57.95,20,20,2.7
2017-12-11,119.91,123.69,57.95,57.95,20,20,2.7
2017-12-18,119.98,123.81,57.95,57.95,20,20,2.7
2017-12-25,120,123.43,57.95,57.95,20,20,2.7
2018-01-01,120.19,123.51,57.95,57.95,20,20,2.7
2018-01-08,120.52,123.97,57.95,57.95,20,20,2.7
2018-01-15,120.96,124.58,57.95,57.95,20,20,2.7
2018-01-22,121.5,125.07,57.95,57.95,20,20,2.7
2018-01-29,121.69,125.32,57.95,57.95,20,20,2.7
2018-02-05,121.73,125.36,57.95,57.95,20,20,2.5
2018-02-12,121.58,125.02,57.95,57.95,20,20,2.5
2018-02-19,120.52,124.18,57.95,57.95,20,20,2.5
2018-02-26,119.55,123.09,57.95,57.95,20,20,2.5
2018-03-05,119.29,122.92,57.95,57.95,20,20,2.3
2018-03-12,119.11,122.96,57.95,57.95,20,20,2.3
2018-03-19,119.17,122.84,57.95,57.95,20,20,2.3
2018-03-26,119.23,122.9,57.95,57.95,20,20,2.3
2018-04-02,119.43,123.05,57.95,57.95,20,20,2.2
2018-04-09,119.96,123.58,57.95,57.95,20,20,2.2
2018-04-16,120.56,124.29,57.95,57.95,20,20,2.2
2018-04-23,121.44,125.39,57.95,57.95,20,20,2.2
2018-04-30,122.22,126.01,57.95,57.95,20,20,2.2
2018-05-07,123.27,126.99,57.95,57.95,20,20,2.3
2018-05-14,124.32,128.28,57.95,57.95,20,20,2.3
2018-05-21,125.93,130.04,57.95,57.95,20,20,2.3
2018-05-28,127.58,131.66,57.95,57.95,20,20,2.3
2018-06-04,128.43,132.34,57.95,57.95,20,20,2.3
2018-06-11,128.61,132.62,57.95,57.95,20,20,2.3
2018-06-18,127.92,131.98,57.95,57.95,20,20,2.3
2018-06-25,127.18,131.27,57.95,57.95,20,20,2.3
2018-07-02,126.54,130.83,57.95,57.95,20,20,2.3
2018-07-09,126.97,131.53,57.95,57.95,20,20,2.3
2018-07-16,127.47,131.85,57.95,57.95,20,20,2.3
2018-07-23,127.5,131.9,57.95,57.95,20,20,2.3
2018-07-30,127.54,131.94,57.95,57.95,20,20,2.3
2018-08-06,128.02,132.39,57.95,57.95,20,20,2.4
2018-08-13,128.39,132.56,57.95,57.95,20,20,2.4
2018-08-20,128.79,132.97,57.95,57.95,20,20,2.4
2018-08-27,129.18,133.2,57.95,57.95,20,20,2.4
2018-09-03,129.76,133.67,57.95,57.95,20,20,2.2
2018-09-10,130.24,134.31,57.95,57.95,20,20,2.2
2018-09-17,130.59,134.57,57.95,57.95,20,20,2.2
2018-09-24,130.59,134.77,57.95,57.95,20,20,2.2
2018-10-01,129.98,134.86,57.95,57.95,20,20,2.2
2018-10-08,130.15,135.53,57.95,57.95,20,20,2.2
2018-10-15,130.81,136.63,57.95,57.95,20,20,2.2
2018-10-22,130.98,136.93,57.95,57.95,20,20,2.2
2018-10-29,130.64,136.99,57.95,57.95,20,20,2.2
